Date,Open,High,Low,Close,d/d % change,
8/11/05,"10,591.83","10,721.56","10,549.43","10,685.89",0.86%,
8/10/05,"10,606.52","10,746.87","10,553.81","10,594.41",-0.20%,
8/9/05,"10,537.65","10,662.80","10,537.01","10,615.67",0.75%,
8/8/05,"10,557.24","10,635.65","10,497.45","10,536.93",-0.20%,
8/5/05,"10,610.34","10,643.46","10,512.49","10,558.03",-0.49%,
8/4/05,"10,696.80","10,709.77","10,568.70","10,610.10",-0.82%,
8/3/05,"10,681.51","10,735.17","10,600.02","10,697.59",0.13%,
8/2/05,"10,623.79","10,729.60","10,600.62","10,683.74",0.57%,
8/1/05,"10,641.78","10,713.51","10,578.97","10,623.15",-0.17%,
7/29/05,"10,705.16","10,754.60","10,608.27","10,640.91",-0.60%,
7/28/05,"10,633.50","10,745.68","10,603.49","10,705.55",0.64%,
7/27/05,"10,579.45","10,689.31","10,530.50","10,637.09",0.54%,
7/26/05,"10,597.60","10,667.90","10,535.58","10,579.77",-0.16%,
7/25/05,"10,651.66","10,709.69","10,565.12","10,596.48",-0.51%,
7/22/05,"10,624.19","10,702.21","10,552.54","10,651.18",0.22%,
7/21/05,"10,690.03","10,735.33","10,567.98","10,627.77",-0.57%,
7/20/05,"10,629.52","10,726.81","10,535.10","10,689.15",0.40%,
7/19/05,"10,576.90","10,718.69","10,573.00","10,646.56",0.68%,
7/18/05,"10,640.19","10,681.99","10,533.59","10,574.99",-0.62%,
7/15/05,"10,629.44","10,698.07","10,559.46","10,640.83",0.11%,
7/14/05,"10,559.86","10,696.96","10,560.82","10,628.89",0.68%,
7/13/05,"10,513.36","10,596.98","10,481.36","10,557.39",0.41%,
7/12/05,"10,519.49","10,583.02","10,444.46","10,513.89",-0.06%,
7/11/05,"10,449.60","10,570.67","10,425.97","10,519.72",0.68%,
7/8/05,"10,302.90","10,486.50","10,279.65","10,449.14",1.43%,
7/7/05,"10,269.76","10,337.84","10,142.24","10,302.29",0.31%,
7/6/05,"10,366.52","10,413.23","10,242.21","10,270.68",-0.97%,
7/5/05,"10,303.13","10,411.24","10,252.03","10,371.80",0.66%,
7/1/05,"10,273.59","10,380.78","10,239.91","10,303.44",0.28%,
6/30/05,"10,374.18","10,458.19","10,253.49","10,274.97",-0.96%,
6/29/05,"10,405.94","10,472.46","10,332.52","10,374.48",-0.30%,
6/28/05,"10,291.01","10,434.18","10,285.86","10,405.63",1.12%,
6/27/05,"10,298.07","10,377.55","10,229.40","10,290.78",-0.07%,
6/24/05,"10,422.28","10,452.82","10,266.30","10,297.84",-1.19%,
6/23/05,"10,587.09","10,617.39","10,401.49","10,421.44",-1.57%,
6/22/05,"10,599.36","10,676.24","10,543.28","10,587.93",-0.11%,
6/21/05,"10,608.88","10,670.56","10,545.89","10,599.67",-0.09%,
6/20/05,"10,621.54","10,656.66","10,539.21","10,609.11",-0.13%,
6/17/05,"10,580.41","10,710.38","10,561.00","10,623.07",0.42%,
6/16/05,"10,566.76","10,632.20","10,501.92","10,578.65",0.12%,
6/15/05,"10,548.65","10,628.67","10,471.69","10,566.37",0.18%,
6/14/05,"10,521.95","10,617.01","10,473.92","10,547.57",0.24%,
6/13/05,"10,503.57","10,611.10","10,437.32","10,522.56",0.09%,
6/10/05,"10,503.02","10,581.13","10,410.50","10,512.63",0.09%,
6/9/05,"10,477.75","10,556.90","10,410.80","10,503.02",0.25%,
6/8/05,"10,484.84","10,575.81","10,439.77","10,476.86",-0.06%,
6/7/05,"10,466.00","10,603.15","10,454.18","10,483.07",0.15%,
6/6/05,"10,461.64","10,519.79","10,410.28","10,467.03",0.06%,
6/3/05,"10,552.82","10,572.18","10,427.35","10,460.97",-0.88%,
6/2/05,"10,548.83","10,590.07","10,478.26","10,553.49",0.03%,
6/1/05,"10,462.86","10,616.15","10,433.48","10,549.87",0.79%,
5/31/05,"10,541.89","10,574.92","10,437.77","10,467.48",-0.71%,
5/27/05,"10,537.08","10,579.94","10,489.35","10,542.55",0.05%,
5/26/05,"10,458.68","10,581.87","10,450.55","10,537.60",0.76%,
5/25/05,"10,503.17","10,516.17","10,396.46","10,457.80",-0.44%,
5/24/05,"10,522.68","10,550.24","10,433.78","10,503.68",-0.19%,
5/23/05,"10,472.80","10,589.92","10,438.36","10,523.56",0.49%,
5/20/05,"10,492.75","10,535.24","10,400.60","10,471.91",-0.20%,
5/19/05,"10,464.45","10,538.71","10,394.39","10,493.19",0.27%,
5/18/05,"10,323.19","10,518.17","10,329.37","10,464.45",1.28%,
5/17/05,"10,247.49","10,357.30","10,175.81","10,331.88",0.78%,
5/16/05,"10,139.61","10,274.39","10,118.32","10,252.29",1.11%,
5/13/05,"10,188.23","10,268.85","10,062.76","10,140.12",-0.48%,
5/12/05,"10,299.74","10,357.37","10,155.86","10,189.48",-1.08%,
5/11/05,"10,272.91","10,355.31","10,172.86","10,300.25",0.19%,
5/10/05,"10,382.94","10,389.96","10,230.35","10,281.11",-0.99%,
5/9/05,"10,345.40","10,416.56","10,288.95","10,384.34",0.38%,
5/6/05,"10,339.71","10,454.40","10,300.70","10,345.40",0.05%,
5/5/05,"10,384.49","10,447.08","10,276.75","10,340.38",-0.43%,
5/4/05,"10,255.25","10,412.20","10,239.95","10,384.64",1.24%,
5/3/05,"10,251.04","10,327.37","10,169.39","10,256.95",0.05%,
5/2/05,"10,192.00","10,309.86","10,149.06","10,251.70",0.58%,
4/29/05,"10,073.47","10,231.31","10,021.23","10,192.51",1.21%,
4/28/05,"10,194.58","10,229.09","10,036.74","10,070.37",-1.26%,
4/27/05,"10,150.32","10,250.23","10,048.27","10,198.80",0.47%,
4/26/05,"10,240.99","10,298.85","10,108.79","10,151.13",-0.89%,
4/25/05,"10,158.52","10,305.87","10,148.25","10,242.47",0.83%,
4/22/05,"10,216.68","10,266.48","10,055.29","10,157.71",-0.60%,
4/21/05,"10,010.51","10,250.30","10,032.16","10,218.60",2.06%,
4/20/05,"10,131.18","10,232.34","9,978.74","10,012.36",-1.14%,
4/19/05,"10,071.55","10,220.21","10,021.08","10,127.41",0.56%,
4/18/05,"10,088.54","10,183.50","9,961.52","10,071.25",-0.16%,
4/15/05,"10,276.61","10,311.26","10,059.36","10,087.51",-1.86%,
4/14/05,"10,403.71","10,457.06","10,248.23","10,278.75",-1.20%,
4/13/05,"10,507.45","10,567.38","10,355.16","10,403.93",-0.99%,
4/12/05,"10,448.63","10,552.60","10,331.21","10,507.97",0.57%,
4/11/05,"10,462.08","10,530.58","10,393.36","10,448.56",-0.12%,
4/8/05,"10,546.32","10,584.60","10,445.31","10,461.34",-0.81%,
4/7/05,"10,485.88","10,589.99","10,434.30","10,546.32",0.58%,
4/6/05,"10,453.45","10,557.18","10,434.22","10,486.02",0.26%,
4/5/05,"10,421.14","10,530.14","10,372.59","10,458.46",0.36%,
4/4/05,"10,401.71","10,496.44","10,307.64","10,421.14",0.16%,
4/1/05,"10,504.57","10,600.56","10,349.02","10,404.30",-0.95%,
3/31/05,"10,541.59","10,586.15","10,448.19","10,503.76",-0.35%,
3/30/05,"10,405.77","10,564.80","10,395.21","10,540.93",1.30%,
3/29/05,"10,486.10","10,565.46","10,351.76","10,405.70",-0.76%,
3/28/05,"10,444.13","10,568.05","10,412.79","10,485.65",0.41%,
3/24/05,"10,457.06","10,554.60","10,415.16","10,442.87",-0.13%,
3/23/05,"10,470.58","10,558.51","10,384.34","10,456.02",-0.14%,
3/22/05,"10,565.39","10,651.41","10,446.78","10,470.51",-0.90%,
3/21/05,"10,629.90","10,662.93","10,503.46","10,565.39",-0.60%,
3/18/05,"10,627.83","10,709.85","10,520.60","10,629.67",0.03%,
3/17/05,"10,633.30","10,707.86","10,561.10","10,626.35",-0.06%,
3/16/05,"10,741.63","10,764.16","10,569.30","10,633.07",-1.04%,
3/15/05,"10,804.29","10,884.76","10,716.87","10,745.10",-0.55%,
3/14/05,"10,773.92","10,859.12","10,709.26","10,804.51",0.28%,
3/11/05,"10,845.30","10,897.68","10,728.62","10,774.36",-0.71%,
3/10/05,"10,806.28","10,907.45","10,757.36","10,851.51",0.42%,
3/9/05,"10,912.32","10,949.20","10,768.66","10,805.62",-0.98%,
3/8/05,"10,935.60","10,996.56","10,863.40","10,912.62",-0.22%,
3/7/05,"10,940.55","11,027.15","10,886.09","10,936.86",-0.03%,
3/4/05,"10,834.51","10,996.93","10,833.70","10,940.55",0.99%,
3/3/05,"10,812.27","10,904.34","10,744.14","10,833.03",0.19%,
3/2/05,"10,825.68","10,896.66","10,736.16","10,811.97",-0.17%,
3/1/05,"10,769.04","10,896.51","10,742.51","10,830.00",0.59%,
2/28/05,"10,842.05","10,877.07","10,709.41","10,766.23",-0.70%,
2/25/05,"10,748.42","10,871.53","10,698.32","10,841.60",0.86%,
2/24/05,"10,672.24","10,779.39","10,612.24","10,748.79",0.70%,
2/23/05,"10,609.28","10,735.42","10,583.64","10,673.79",0.59%,
2/22/05,"10,783.38","10,806.36","10,596.79","10,611.20",-1.61%,
2/18/05,"10,755.15","10,854.98","10,682.29","10,785.22",0.29%,
2/17/05,"10,835.03","10,873.60","10,729.95","10,754.26",-0.74%,
2/16/05,"10,832.03","10,889.78","10,746.21","10,834.88",-0.02%,
2/15/05,"10,791.06","10,886.31","10,745.10","10,837.32",0.43%,
2/14/05,"10,795.72","10,853.80","10,722.63","10,791.13",-0.05%,
2/11/05,"10,742.92","10,865.69","10,680.15","10,796.01",0.43%,
2/10/05,"10,665.00","10,803.92","10,633.67","10,749.61",0.80%,
2/9/05,"10,717.76","10,781.38","10,621.84","10,664.11",-0.56%,
2/8/05,"10,712.51","10,783.97","10,647.85","10,724.63",0.08%,
2/7/05,"10,715.76","10,774.80","10,650.59","10,715.76",0.00%,
2/4/05,"10,593.17","10,750.94","10,553.93","10,716.13",1.16%,
2/3/05,"10,592.21","10,640.69","10,511.96","10,593.10",-0.03%,
2/2/05,"10,551.05","10,638.25","10,501.02","10,596.79",0.43%,
2/1/05,"10,489.72","10,609.73","10,464.38","10,551.94",0.59%,
1/31/05,"10,428.76","10,559.77","10,414.49","10,489.94",0.60%,
1/28/05,"10,470.58","10,520.61","10,331.58","10,427.20",-0.38%,
1/27/05,"10,498.14","10,535.16","10,379.47","10,467.40",-0.30%,
1/26/05,"10,463.19","10,571.66","10,433.56","10,498.59",0.35%,
1/25/05,"10,369.42","10,534.72","10,387.23","10,461.56",0.90%,
1/24/05,"10,393.58","10,491.71","10,317.10","10,368.61",-0.23%,
1/21/05,"10,471.98","10,541.30","10,370.97","10,392.99",-0.75%,
1/20/05,"10,538.90","10,582.09","10,414.72","10,471.47",-0.65%,
1/19/05,"10,626.05","10,668.40","10,519.20","10,539.97",-0.84%,
1/18/05,"10,554.23","10,665.44","10,456.61","10,628.79",0.67%,
1/14/05,"10,506.71","10,606.47","10,475.01","10,558.00",0.50%,
1/13/05,"10,617.41","10,650.96","10,463.26","10,505.83",-1.05%,
1/12/05,"10,561.32","10,648.52","10,481.37","10,617.78",0.58%,
1/11/05,"10,619.77","10,632.63","10,504.72","10,556.22",-0.61%,
1/10/05,"10,603.44","10,696.85","10,544.99","10,621.03",0.16%,
1/7/05,"10,624.80","10,697.81","10,545.80","10,603.96",-0.18%,
1/6/05,"10,593.19","10,708.37","10,555.48","10,622.88",0.24%,
1/5/05,"10,629.53","10,736.16","10,561.03","10,597.83",-0.31%,
1/4/05,"10,727.81","10,803.62","10,587.48","10,630.78",-0.92%,
1/3/05,"10,783.75","10,892.67","10,694.18","10,729.43",-0.50%,
12/31/04,"10,800.30","10,849.81","10,759.94","10,783.01",-0.16%,
12/30/04,"10,829.12","10,880.03","10,781.67","10,800.30",-0.27%,
12/29/04,"10,853.72","10,872.71","10,771.26","10,829.19",-0.23%,
12/28/04,"10,776.06","10,890.82","10,774.51","10,854.54",0.73%,
12/27/04,"10,828.01","10,892.52","10,755.67","10,776.13",-0.47%,
12/23/04,"10,815.00","10,895.10","10,780.12","10,827.12",0.10%,
12/22/04,"10,752.34","10,861.33","10,709.78","10,815.89",0.52%,
12/21/04,"10,661.89","10,789.66","10,646.60","10,759.43",0.92%,
12/20/04,"10,652.14","10,769.13","10,622.20","10,661.60",0.11%,
12/17/04,"10,704.83","10,766.01","10,562.76","10,649.92",-0.52%,
12/16/04,"10,691.71","10,776.43","10,612.31","10,705.64",0.13%,
12/15/04,"10,675.71","10,749.53","10,601.74","10,691.45",0.14%,
12/14/04,"10,640.53","10,715.76","10,571.67","10,676.45",0.36%,
12/13/04,"10,543.44","10,678.52","10,520.61","10,638.32",0.90%,
12/10/04,"10,552.16","10,616.23","10,469.62","10,543.22",-0.09%,
12/9/04,"10,492.45","10,579.94","10,389.81","10,552.82",0.56%,
12/8/04,"10,438.77","10,550.16","10,395.05","10,494.23",0.51%,
12/7/04,"10,546.80","10,612.90","10,423.21","10,440.58",-1.01%,
12/6/04,"10,591.32","10,614.82","10,490.31","10,547.06",-0.43%,
12/3/04,"10,597.90","10,670.47","10,515.73","10,592.21",0.07%,
12/2/04,"10,590.44","10,670.02","10,485.21","10,585.12",-0.05%,
12/1/04,"10,425.80","10,618.59","10,421.66","10,590.22",1.56%,
11/30/04,"10,475.27","10,530.80","10,380.58","10,428.02",-0.46%,
11/29/04,"10,520.64","10,590.73","10,390.92","10,475.90",-0.44%,
11/26/04,"10,518.69","10,574.70","10,479.52","10,522.23",0.02%,
11/24/04,"10,493.86","10,565.76","10,451.66","10,520.31",0.26%,
11/23/04,"10,486.69","10,547.28","10,407.18","10,492.60",0.03%,
11/22/04,"10,455.73","10,535.46","10,380.95","10,489.42",0.31%,
11/19/04,"10,571.63","10,588.29","10,419.89","10,456.91",-1.09%,
11/18/04,"10,549.20","10,639.43","10,499.62","10,572.55",0.22%,
11/17/04,"10,481.83","10,655.09","10,470.21","10,549.57",0.59%,
11/16/04,"10,549.79","10,570.56","10,445.31","10,487.65",-0.59%,
11/15/04,"10,541.89","10,612.31","10,463.34","10,550.24",0.11%,
11/12/04,"10,469.21","10,565.48","10,419.77","10,539.01",0.66%,
11/11/04,"10,386.95","10,513.42","10,364.10","10,469.84",0.81%,
11/10/04,"10,378.59","10,470.21","10,330.54","10,385.48",-0.01%,
11/9/04,"10,387.62","10,466.81","10,327.00","10,386.37",-0.05%,
11/8/04,"10,385.15","10,452.58","10,313.51","10,391.31",0.04%,
11/5/04,"10,317.05","10,458.10","10,279.96","10,387.54",0.71%,
11/4/04,"10,132.48","10,352.81","10,076.36","10,314.76",1.75%,
11/3/04,"10,037.50","10,253.27","10,062.80","10,137.05",1.01%,
11/2/04,"10,053.87","10,180.85","9,976.29","10,035.73",-0.19%,
11/1/04,"10,028.73","10,124.44","9,953.29","10,054.39",0.27%,
10/29/04,"10,004.69","10,044.14","9,990.83","10,027.47",0.23%,
10/28/04,"9,998.94","10,074.89","9,900.42","10,004.54",0.03%,
10/27/04,"9,888.25","10,051.96","9,807.80","10,002.03",1.15%,
10/26/04,"9,750.59","9,914.65","9,718.94","9,888.48",1.42%,
10/25/04,"9,757.22","9,827.20","9,660.18","9,749.99",-0.08%,
10/22/04,"9,863.85","9,920.99","9,732.81","9,757.81",-1.09%,
10/21/04,"9,884.65","9,969.07","9,769.16","9,865.76",-0.21%,
10/20/04,"9,895.19","9,957.05","9,766.95","9,886.93",-0.11%,
10/19/04,"9,958.38","10,064.20","9,854.19","9,897.62",-0.59%,
10/18/04,"9,932.98","10,002.18","9,816.73","9,956.32",0.23%,
10/15/04,"9,895.63","10,022.31","9,845.56","9,933.38",0.39%,
10/14/04,"10,002.54","10,048.48","9,837.22","9,894.45",-1.08%,
10/13/04,"10,085.21","10,157.11","9,935.08","10,002.33",-0.74%,
10/12/04,"10,080.42","10,121.49","9,985.44","10,077.18",-0.05%,
10/11/04,"10,056.09","10,142.74","10,017.67","10,081.97",0.27%,
10/8/04,"10,124.11","10,177.53","10,013.91","10,055.20",-0.69%,
10/7/04,"10,239.84","10,267.57","10,086.83","10,125.40",-1.12%,
10/6/04,"10,170.70","10,267.14","10,112.20","10,239.92",0.61%,
10/5/04,"10,216.76","10,253.93","10,123.19","10,177.68",-0.38%,
10/4/04,"10,191.40","10,313.81","10,153.79","10,216.54",0.23%,
10/1/04,"10,082.04","10,237.05","10,081.38","10,192.65",1.11%,
9/30/04,"10,136.38","10,155.49","9,987.36","10,080.27",-0.55%,
9/29/04,"10,078.06","10,160.50","10,002.57","10,136.24",0.58%,
9/28/04,"9,989.73","10,132.04","9,950.71","10,077.40",0.89%,
9/27/04,"10,046.65","10,077.32","9,952.78","9,988.54",-0.58%,
9/24/04,"10,039.42","10,111.39","9,993.85","10,047.24",0.08%,
9/23/04,"10,108.29","10,134.84","9,999.67","10,038.90",-0.70%,
9/22/04,"10,244.05","10,215.44","10,075.33","10,109.18",-1.33%,
9/21/04,"10,204.52","10,291.39","10,159.54","10,244.93",0.39%,
9/20/04,"10,283.87","10,293.23","10,152.90","10,204.89",-0.77%,
9/17/04,"10,245.82","10,352.37","10,219.71","10,284.46",0.39%,
9/16/04,"10,231.59","10,315.72","10,194.35","10,244.49",0.13%,
9/15/04,"10,316.90","10,324.87","10,195.60","10,231.36",-0.84%,
9/14/04,"10,315.13","10,374.79","10,260.93","10,318.16",0.03%,
9/13/04,"10,306.65","10,380.47","10,250.61","10,314.76",0.02%,
9/10/04,"10,289.47","10,348.68","10,196.19","10,313.07",0.23%,
9/9/04,"10,314.69","10,370.95","10,239.03","10,289.10",-0.24%,
9/8/04,"10,342.42","10,390.64","10,267.94","10,313.36",-0.28%,
9/7/04,"10,261.52","10,388.95","10,255.62","10,342.79",0.80%,
9/3/04,"10,277.82","10,346.99","10,229.52","10,260.20",-0.29%,
9/2/04,"10,168.39","10,312.99","10,129.01","10,290.28",1.20%,
9/1/04,"10,170.12","10,230.48","10,092.37","10,168.46",-0.05%,
8/31/04,"10,121.97","10,198.03","10,056.09","10,173.92",0.51%,
8/30/04,"10,193.83","10,226.87","10,110.43","10,122.52",-0.71%,
8/27/04,"10,174.07","10,235.49","10,143.91","10,195.01",0.21%,
8/26/04,"10,181.07","10,225.61","10,124.88","10,173.41",-0.08%,
8/25/04,"10,098.49","10,224.29","10,041.93","10,181.74",0.82%,
8/24/04,"10,074.89","10,165.07","10,044.66","10,098.63",0.25%,
8/23/04,"10,111.10","10,159.54","10,046.72","10,073.05",-0.37%,
8/20/04,"10,040.81","10,143.76","9,989.65","10,110.14",0.69%,
8/19/04,"10,082.78","10,111.91","9,972.39","10,040.82",-0.42%,
8/18/04,"9,964.22","10,097.01","9,910.82","10,083.15",1.11%,
8/17/04,"9,955.50","10,053.21","9,916.05","9,972.83",0.18%,
8/16/04,"9,825.35","9,967.08","9,825.35","9,954.55",1.31%,
8/13/04,"9,814.11","9,897.34","9,746.60","9,825.35",0.11%,
8/12/04,"9,936.48","9,940.02","9,780.52","9,814.59",-1.24%,
8/11/04,"9,931.24","9,981.61","9,804.63","9,938.32",-0.06%,
8/10/04,"9,815.55","9,961.70","9,798.44","9,944.67",1.32%,
8/9/04,"9,816.14","9,902.49","9,773.74","9,814.66",-0.01%,
8/6/04,"9,960.67","9,963.47","9,767.54","9,815.33",-1.48%,
8/5/04,"10,127.10","10,158.44","9,945.84","9,963.03",-1.61%,
8/4/04,"10,117.96","10,186.24","10,029.02","10,126.51",0.06%,
8/3/04,"10,178.27","10,228.49","10,064.57","10,120.24",-0.58%,
8/2/04,"10,138.45","10,224.29","10,063.75","10,179.16",0.39%,
7/30/04,"10,129.12","10,194.13","10,045.76","10,139.71",0.10%,
7/29/04,"10,115.52","10,213.08","10,049.74","10,129.24",0.12%,
7/28/04,"10,084.03","10,170.31","9,966.34","10,117.07",0.32%,
7/27/04,"9,963.54","10,133.95","9,942.75","10,085.14",1.24%,
7/26/04,"9,964.71","10,054.32","9,874.38","9,961.92",0.00%,
7/23/04,"10,045.46","10,069.51","9,893.93","9,962.22",-0.88%,
7/22/04,"10,047.60","10,114.41","9,906.62","10,050.33",0.04%,
7/21/04,"10,156.30","10,279.96","10,027.92","10,046.13",-1.01%,
7/20/04,"10,094.43","10,186.90","10,031.24","10,149.07",0.54%,
7/19/04,"10,140.95","10,211.60","10,027.33","10,094.06",-0.45%,
7/16/04,"10,162.34","10,289.40","10,093.32","10,139.78",-0.23%,
7/15/04,"10,208.20","10,275.27","10,115.81","10,163.16",-0.45%,
7/14/04,"10,232.84","10,313.95","10,129.31","10,208.80",-0.38%,
7/13/04,"10,238.37","10,297.58","10,188.45","10,247.59",0.09%,
7/12/04,"10,211.75","10,284.39","10,130.42","10,238.22",0.24%,
7/9/04,"10,173.12","10,277.16","10,150.32","10,213.22",0.41%,
7/8/04,"10,238.52","10,297.73","10,134.99","10,171.56",-0.67%,
7/7/04,"10,211.92","10,300.53","10,156.45","10,240.29",0.21%,
7/6/04,"10,280.26","10,308.43","10,163.60","10,219.34",-0.62%,
7/2/04,"10,334.00","10,371.40","10,228.71","10,282.83",-0.50%,
7/1/04,"10,434.00","10,473.23","10,255.55","10,334.16",-0.97%,
6/30/04,"10,413.43","10,489.16","10,348.98","10,435.48",0.21%,
6/29/04,"10,356.35","10,460.25","10,315.65","10,413.43",0.54%,
6/28/04,"10,377.52","10,505.16","10,317.64","10,357.09",-0.14%,
6/25/04,"10,444.24","10,514.67","10,329.88","10,371.84",-0.69%,
6/24/04,"10,477.43","10,530.01","10,398.16","10,443.81",-0.34%,
6/23/04,"10,395.14","10,498.67","10,323.32","10,479.57",0.81%,
6/22/04,"10,370.21","10,431.05","10,284.24","10,395.07",0.23%,
6/21/04,"10,417.82","10,471.76","10,336.44","10,371.47",-0.43%,
6/18/04,"10,375.82","10,471.84","10,328.20","10,416.41",0.37%,
6/17/04,"10,378.59","10,417.69","10,308.25","10,377.52",-0.02%,
6/16/04,"10,380.23","10,433.52","10,320.60","10,379.58",-0.01%,
6/15/04,"10,336.51","10,464.04","10,319.89","10,380.43",0.44%,
6/14/04,"10,401.23","10,403.50","10,283.48","10,334.73",-0.72%,
6/10/04,"10,367.80","10,448.00","10,333.94","10,410.10",0.40%,
6/9/04,"10,431.10","10,466.59","10,325.07","10,368.44",-0.61%,
6/8/04,"10,389.41","10,462.97","10,323.94","10,432.52",0.40%,
6/7/04,"10,243.31","10,410.81","10,268.65","10,391.08",1.45%,
6/4/04,"10,196.83","10,327.84","10,196.97","10,242.82",0.46%,
6/3/04,"10,261.85","10,309.46","10,163.40","10,195.91",-0.65%,
6/2/04,"10,199.78","10,310.10","10,170.57","10,262.97",0.59%,
6/1/04,"10,187.18","10,254.17","10,104.07","10,202.65",0.14%,
5/28/04,"10,205.83","10,250.27","10,137.14","10,188.45",-0.16%,
5/27/04,"10,109.89","10,267.66","10,106.13","10,205.20",0.94%,
5/26/04,"10,116.84","10,175.75","10,034.16","10,109.89",-0.08%,
5/25/04,"9,958.08","10,139.27","9,895.41","10,117.62",1.60%,
5/24/04,"9,968.02","10,084.91","9,891.22","9,958.43",-0.08%,
5/21/04,"9,939.34","10,058.50","9,910.81","9,966.74",0.29%,
5/20/04,"9,939.12","10,014.50","9,867.73","9,937.64",0.00%,
5/19/04,"9,962.55","10,124.79","9,919.90","9,937.71",-0.31%,
5/18/04,"9,906.71","10,028.27","9,895.77","9,968.51",0.62%,
5/17/04,"10,009.92","9,996.62","9,827.21","9,906.91",-1.06%,
5/14/04,"10,008.43","10,096.69","9,912.45","10,012.87",0.02%,
5/13/04,"10,044.31","10,100.24","9,924.94","10,010.74",-0.34%,
5/12/04,"10,011.52","10,089.87","9,822.10","10,045.16",0.26%,
5/11/04,"9,989.24","10,092.78","9,928.91","10,019.47",0.29%,
5/10/04,"10,116.28","10,115.06","9,881.86","9,990.02",-1.26%,
5/7/04,"10,240.62","10,302.93","10,086.94","10,117.34",-1.21%,
5/6/04,"10,308.20","10,332.10","10,147.21","10,241.26",-0.68%,
5/5/04,"10,316.98","10,382.98","10,249.63","10,310.95",-0.06%,
5/4/04,"10,314.32","10,403.14","10,232.31","10,317.20",0.03%,
5/3/04,"10,227.27","10,365.74","10,199.67","10,314.00",0.86%,
4/30/04,"10,273.06","10,374.61","10,198.39","10,225.57",-0.45%,
4/29/04,"10,339.41","10,443.81","10,199.31","10,272.27",-0.68%,
4/28/04,"10,476.67","10,479.58","10,301.65","10,342.60",-1.29%,
4/27/04,"10,445.38","10,570.92","10,410.52","10,478.16",0.32%,
4/26/04,"10,472.91","10,540.26","10,396.75","10,444.73",-0.27%,
4/23/04,"10,463.11","10,543.95","10,362.97","10,472.84",0.11%,
4/22/04,"10,314.99","10,529.12","10,255.88","10,461.20",1.40%,
4/21/04,"10,311.87","10,398.53","10,200.38","10,317.27",0.03%,
4/20/04,"10,437.85","10,530.61","10,297.39","10,314.50",-1.18%,
4/19/04,"10,451.62","10,501.79","10,351.97","10,437.85",-0.14%,
4/16/04,"10,398.32","10,500.57","10,343.74","10,451.97",0.52%,
4/15/04,"10,377.95","10,481.21","10,279.37","10,397.46",0.19%,
4/14/04,"10,378.10","10,453.39","10,259.35","10,377.95",-0.03%,
4/13/04,"10,516.05","10,572.13","10,343.17","10,381.28",-1.28%,
4/12/04,"10,444.38","10,559.28","10,439.27","10,515.56",0.70%,
4/8/04,"10,482.77","10,590.15","10,383.84","10,442.03",-0.36%,
4/7/04,"10,569.26","10,580.51","10,422.74","10,480.15",-0.86%,
4/6/04,"10,553.76","10,596.37","10,467.26","10,570.81",0.12%,
4/5/04,"10,470.59","10,582.22","10,423.33","10,558.37",0.84%,
4/2/04,"10,375.33","10,548.74","10,372.67","10,470.59",0.94%,
4/1/04,"10,357.52","10,449.33","10,299.48","10,373.33",0.15%,
3/31/04,"10,380.89","10,428.59","10,287.11","10,357.70",-0.23%,
3/30/04,"10,327.63","10,411.41","10,264.15","10,381.70",0.50%,
3/29/04,"10,212.91","10,389.93","10,236.74","10,329.63",1.14%,
3/26/04,"10,218.37","10,306.22","10,145.63","10,212.97",-0.06%,
3/25/04,"10,049.56","10,246.15","10,057.19","10,218.82",1.70%,
3/24/04,"10,065.41","10,140.23","9,975.86","10,048.23",-0.15%,
3/23/04,"10,066.67","10,177.04","10,020.75","10,063.64",-0.01%,
3/22/04,"10,185.93","10,174.15","9,985.19","10,064.75",-1.20%,
3/19/04,"10,295.85","10,355.41","10,163.71","10,186.60",-1.06%,
3/18/04,"10,298.96","10,355.04","10,187.78","10,295.78",-0.04%,
3/17/04,"10,184.30","10,356.59","10,190.97","10,300.30",1.14%,
3/16/04,"10,103.41","10,253.26","10,085.34","10,184.67",0.81%,
3/15/04,"10,238.45","10,252.68","10,066.08","10,102.89",-1.34%,
3/12/04,"10,130.67","10,281.63","10,097.04","10,240.08",1.10%,
3/11/04,"10,288.85","10,356.22","10,102.75","10,128.38",-1.64%,
3/10/04,"10,457.59","10,523.11","10,259.34","10,296.89",-1.53%,
3/9/04,"10,529.52","10,569.03","10,391.48","10,456.96",-0.69%,
3/8/04,"10,595.37","10,677.85","10,505.85","10,529.48",-0.62%,
3/5/04,"10,582.59","10,681.40","10,497.11","10,595.55",0.07%,
3/4/04,"10,593.48","10,645.33","10,522.59","10,588.00",-0.05%,
3/3/04,"10,588.59","10,651.03","10,506.66","10,593.11",0.02%,
3/2/04,"10,678.36","10,713.92","10,539.40","10,591.48",-0.81%,
3/1/04,"10,582.25","10,720.14","10,568.74","10,678.14",0.89%,
2/27/04,"10,581.55","10,689.55","10,519.03","10,583.92",0.04%,
2/26/04,"10,598.14","10,652.96","10,493.70","10,580.14",-0.20%,
2/25/04,"10,566.59","10,660.73","10,509.40","10,601.62",0.33%,
2/24/04,"10,609.55","10,681.40","10,479.33","10,566.37",-0.41%,
2/23/04,"10,619.55","10,711.84","10,508.89","10,609.62",-0.09%,
2/20/04,"10,666.29","10,722.77","10,559.11","10,619.03",-0.43%,
